1561939200000,10854.10000000,10885.57000000,10775.00000000,10812.51000000,671.88357900,1561939499999,7284134.09622066,4665,340.83624200,3694517.42760301,0
1561939500000,10812.51000000,10870.00000000,10719.00000000,10862.75000000,866.60859100,1561939799999,9351128.39288983,6678,424.86710500,4587232.76970592,0
1561939800000,10858.68000000,11047.01000000,10812.17000000,11003.39000000,901.25188500,1561940099999,9847458.06150415,6157,458.28251000,5007811.47147539,0
1561940100000,11003.43000000,11035.36000000,10951.75000000,10998.14000000,580.76765200,1561940399999,6388275.61749940,3958,277.11630100,3047901.45007639,0
1561940400000,10999.94000000,11040.00000000,10960.00000000,10998.88000000,326.88874600,1561940699999,3593984.05569376,2615,207.23722500,2278454.73624658,0
1561940700000,10998.89000000,11008.92000000,10918.81000000,11000.15000000,461.70105600,1561940999999,5060496.52930206,3346,239.68068500,2627211.63623934,0
1561941000000,11007.65000000,11020.00000000,10935.65000000,10950.43000000,285.02688800,1561941299999,3128417.61222952,2482,172.19622500,1890255.59966189,0
1561941300000,10953.98000000,10988.12000000,10906.51000000,10948.25000000,216.24259800,1561941599999,2366837.49520227,2120,114.52633100,1253433.33990462,0
1561941600000,10950.68000000,10992.70000000,10941.82000000,10972.52000000,196.32725600,1561941899999,2153328.39863719,1859,117.28524400,1286261.07350182,0
1561941900000,10975.74000000,11048.79000000,10973.35000000,11000.00000000,375.32074400,1561942199999,4135330.89916378,3082,215.13470200,2370469.28692610,0
1561942200000,11003.25000000,11032.09000000,10974.67000000,10977.48000000,183.38658400,1561942499999,2017721.94853477,1841,99.50485500,1094765.66812958,0
1561942500000,10980.23000000,11104.41000000,10975.56000000,11091.54000000,378.21026400,1561942799999,4180161.16183174,3002,205.64613900,2271964.47859309,0
1561942800000,11091.06000000,11101.00000000,11046.05000000,11101.00000000,259.65130400,1561943099999,2876088.37042797,2298,136.00225400,1506915.18620116,0
1561943100000,11100.46000000,11171.42000000,11095.00000000,11100.00000000,754.68009500,1561943399999,8395620.10466201,3789,525.39770400,5843171.98311307,0
1561943400000,11100.00000000,11112.31000000,11066.19000000,11076.94000000,487.63638100,1561943699999,5409698.41006657,2751,388.58784800,4311575.69928791,0
1561943700000,11076.92000000,11076.92000000,11021.68000000,11030.00000000,342.18055300,1561943999999,3778703.44141927,2414,184.04410900,2032784.45989066,0
1561944000000,11030.00000000,11045.47000000,11002.94000000,11024.53000000,237.20760300,1561944299999,2614696.95261921,2002,159.24334600,1755263.77773124,0
1561944300000,11024.19000000,11044.10000000,10981.01000000,11043.70000000,180.41497900,1561944599999,1987565.78358859,1736,67.53034000,744132.35088889,0
1561944600000,11043.72000000,11075.37000000,11010.53000000,11073.65000000,124.20913700,1561944899999,1371134.27724754,1438,63.25094600,698137.49880920,0
1561944900000,11073.64000000,11108.87000000,11047.16000000,11067.08000000,248.23193800,1561945199999,2749918.63677507,1843,84.75883600,939555.56461346,0
1561945200000,11069.34000000,11069.34000000,10958.37000000,10968.15000000,347.27064900,1561945499999,3820560.93853822,2769,150.91921100,1660005.82477986,0
1561945500000,10968.15000000,11110.00000000,10966.57000000,11038.78000000,635.24047400,1561945799999,7009339.53157117,2918,159.92318700,1762555.05431228,0
